Def	NM_001280909.1
LOC100652050	XM_020865681.1
LOC100652051	XM_020865988.1
LOC100652052	XM_012315652.2
LOC100652053	XM_003400448.3
LOC100652054	XM_003400528.3
LOC100652055	XM_012316408.2
LOC100652056	XM_003400936.3
LOC100652057	XM_020866787.1
LOC100652058	XM_020866958.1
LOC100652059	XM_020866720.1
LOC100652060	XM_020867360.1
LOC100652061	XM_012318275.2
LOC100652062	XM_012318556.2
LOC100652063	XM_003402451.3
LOC100652064	XM_020867787.1
LOC100652067	XM_012319877.2
LOC100652068	XM_003393050.3
LOC100652069	XM_003393447.3
LOC100652070	XM_003394470.3
LOC100652071	XM_003394627.3
LOC100652072	XM_020863266.1
LOC100652073	XM_020863097.1
LOC100652074	XM_003395930.3
LOC100652075	XM_003396418.3
LOC100652076	XM_012310138.2
LOC100652077	XM_003396901.3
LOC100652078	XM_012311144.2
LOC100652079	XM_012311402.2
LOC100652080	XM_003397791.3
LOC100652081	XM_012312831.2
LOC100652082	XM_012313132.2
LOC100652084	XM_003398923.3
LOC100652085	XM_012314225.2
LOC100652086	XM_003399324.3
LOC100652087	XM_012314181.2
LOC100652088	XM_020865701.1
LOC100652089	XM_003399804.3
LOC100652090	XM_012315262.2
LOC100652092	XM_020866469.1
LOC100652093	XM_012316816.2
LOC100652094	XM_003401342.3
LOC100652095	XM_003401900.3
LOC100652096	XR_132329.3
LOC100652097	XM_020867581.1
LOC100652098	XM_020867814.1
LOC100652099	XM_012319144.1
LOC100652100	XM_003402981.3
LOC100652101	XM_003403061.3
LOC100652102	XM_003393129.3
LOC100652103	XM_012312757.2
LOC100652104	XM_003393597.3
LOC100652105	XM_020868132.1
LOC100652107	XM_003393992.3
LOC100652108	XM_020868598.1
LOC100652109	XM_003394237.2
LOC100652110	XM_003394709.3
LOC100652111	XM_020862717.1
LOC100652112	XM_012308010.2
LOC100652113	XM_020862978.1
LOC100652114	XM_012308972.2
LOC100652115	XM_020863430.1
LOC100652116	XM_003396013.3
LOC100652117	XM_020863386.1
LOC100652118	XM_020863743.1
LOC100652119	XM_003396339.3
LOC100652120	XM_012310570.2
LOC100652121	XM_012310914.2
LOC100652122	XM_020864053.1
LOC100652123	XM_020864631.1
LOC100652124	XM_020864492.1
LOC100652125	XM_003397630.3
LOC100652126	XM_012312235.2
LOC100652127	XM_012312352.1
LOC100652128	XM_012312412.2
LOC100652129	XR_001099024.2
LOC100652130	XM_020865167.1
LOC100652131	XM_003398354.3
LOC100652132	XM_020865692.1
LOC100652133	XM_020865953.1
LOC100652134	XM_003399883.3
LOC100652135	XM_012315524.2
LOC100652136	XM_003400608.3
LOC100652137	XM_003400695.2
LOC100652138	XM_020866562.1
LOC100652139	XM_003401097.2
LOC100652140	XM_012316977.2
LOC100652141	XM_012317512.2
LOC100652142	XM_012317774.2
LOC100652143	XM_020867514.1
LOC100652144	XM_020867867.1
LOC100652145	XM_003402834.3
LOC100652146	XM_012319610.2
LOC100652147	XM_003403360.2
LOC100652148	XM_003392888.3
LOC100652149	XM_012321142.2
LOC100652150	XM_003393208.3
LOC100652151	XM_020865504.1
LOC100652152	XM_012318651.2
LOC100652153	XM_012320605.2
LOC100652155	XM_012321156.1
LOC100652156	XM_012308001.2
LOC100652157	XM_020862782.1
LOC100652158	XM_012308537.2
LOC100652159	XM_003395773.3
LOC100652160	XM_003396092.3
LOC100652161	XM_012310272.2
LOC100652162	XM_003396658.3
LOC100652163	XM_020863978.1
LOC100652164	XM_012311713.2
LOC100652165	XM_003397949.3
LOC100652166	XM_003398683.3
LOC100652167	XM_012313411.2
LOC100652168	XM_003399086.2
LOC100652169	XM_020865457.1
LOC100652170	XM_003399563.3
LOC100652171	XM_020866284.1
LOC100652172	XM_012315982.2
LOC100652173	XM_003400529.3
LOC100652174	XM_012317088.2
LOC100652175	XM_020866960.1
LOC100652176	XR_132301.3
LOC100652178	XM_003402061.3
LOC100652179	XM_012318547.2
LOC100652180	XM_020867712.1
LOC100652181	XM_012318870.1
LOC100652182	XM_020867975.1
LOC100652183	XM_020868207.1
LOC100652184	XM_003403286.3
LOC100652185	XM_003393448.3
LOC100652186	XM_012314674.2
LOC100652188	XM_012320993.2
LOC100652189	XM_012321070.2
LOC100652190	XM_020868581.1
LOC100652191	XM_012308615.2
LOC100652192	XM_003395691.3
LOC100652193	XM_012309758.2
LOC100652194	XM_020863548.1
LOC100652195	XM_012311143.2
LOC100652196	XM_003397231.2
LOC100652197	XM_003397467.2
LOC100652198	XM_003397792.3
LOC100652199	XM_003398441.3
LOC100652200	XM_012312961.1
LOC100652201	XM_020865547.1
LOC100652202	XM_012313739.2
LOC100652203	XM_020865645.1
LOC100652204	XM_020865326.1
LOC100652205	XM_012314182.2
LOC100652206	XM_020865990.1
LOC100652207	XM_003399805.3
LOC100652208	XM_020865951.1
LOC100652209	XM_012315318.2
LOC100652210	XM_020866107.1
LOC100652211	XM_012315840.2
LOC100652212	XM_020867088.1
LOC100652213	XM_012318048.2
LOC100652214	XM_012318395.2
LOC100652215	XM_012318913.2
LOC100652216	XM_003402759.2
LOC100652217	XM_020868107.1
LOC100652219	XM_012320464.2
LOC100652220	XM_020868336.1
LOC100652221	XM_020866323.1
LOC100652222	XM_003393993.3
LOC100652223	XM_020868599.1
LOC100652224	XM_020862579.1
LOC100652225	XM_020868620.1
LOC100652226	XM_020862744.1
LOC100652227	XM_012321366.2
LOC100652228	XM_020862871.1
LOC100652229	XM_003395114.2
LOC100652230	XM_003395196.3
LOC100652231	XM_012309124.2
LOC100652232	XM_012309267.2
LOC100652233	XM_012309515.2
LOC100652234	XM_012309636.2
LOC100652235	XM_020863745.1
LOC100652236	XM_012309694.2
LOC100652237	XM_020863673.1
LOC100652238	XM_012310913.2
LOC100652239	XM_020864276.1
LOC100652241	XM_003397387.3
LOC100652242	XM_020864491.1
LOC100652243	XM_012311888.2
LOC100652244	XM_003397873.2
LOC100652245	XM_012313037.2
LOC100652246	XM_020865203.1
LOC100652247	XM_020864888.1
LOC100652248	XM_003398274.3
LOC100652249	XM_012312741.2
LOC100652250	XM_003399007.3
LOC100652251	XM_020865894.1
LOC100652252	XM_003400119.3
LOC100652253	XM_020866340.1
LOC100652254	XM_003400696.3
LOC100652255	XM_003400774.3
LOC100652256	XM_003400854.3
LOC100652257	XM_003400937.3
LOC100652258	XM_020866966.1
LOC100652259	XM_020866719.1
LOC100652260	XM_020867188.1
LOC100652261	XM_003401663.2
LOC100652262	XM_012317771.2
LOC100652263	XM_020867417.1
LOC100652264	XR_002308767.1
LOC100652265	XM_003402835.3
LOC100652267	XM_003403361.2
LOC100652268	XM_020863795.1
LOC100652269	XM_012312080.2
LOC100652271	XM_003394158.3
LOC100652272	XM_003394548.3
LOC100652273	XM_003394953.3
LOC100652275	XM_012308571.2
LOC100652276	XM_012308403.2
LOC100652277	XM_012308970.2
LOC100652278	XM_003395932.3
LOC100652279	XM_020863380.1
LOC100652280	XM_003396573.3
LOC100652282	XM_012310633.2
LOC100652283	XM_012310724.2
LOC100652284	XM_020864648.1
LOC100652285	XM_012312337.2
LOC100652286	XM_003398605.3
LOC100652287	XM_003398684.2
LOC100652288	XM_003399087.3
LOC100652289	XM_012314101.2
LOC100652290	XM_003399564.3
LOC100652291	XM_020865923.1
LOC100652292	XM_003400207.2
LOC100652294	XM_020866448.1
LOC100652296	XM_012317166.1
LOC100652297	XM_012317302.2
LOC100652298	XM_012318266.2
LOC100652300	XM_003402369.3
LOC100652301	XM_003402528.3
LOC100652302	XM_012319340.2
LOC100652303	XM_003403062.2
LOC100652304	XM_003403287.3
LOC100652305	XM_020867462.1
LOC100652307	XM_020867285.1
LOC100652308	XM_012319411.2
LOC100652309	XM_020866812.1
LOC100652310	XM_020868631.1
LOC100652311	XM_003394629.3
LOC100652312	XM_012308870.2
LOC100652313	XM_012309757.2
LOC100652314	XM_020863545.1
LOC100652315	XM_020864250.1
LOC100652316	XM_003397468.2
LOC100652317	NM_001280911.1
LOC100652318	XM_012313601.2
LOC100652319	XM_020865442.1
LOC100652320	XM_012314223.2
LOC100652321	XM_012314601.2
LOC100652322	XM_020866038.1
LOC100652323	XM_003399806.3
LOC100652324	XM_020865773.1
LOC100652325	XM_020866126.1
LOC100652326	XM_020866305.1
LOC100652327	XM_003400367.3
LOC100652328	XM_003401098.3
LOC100652329	XM_012317897.2
LOC100652330	XM_020867473.1
LOC100652331	XM_003402608.3
LOC100652332	XM_003402760.3
LOC100652333	XM_012319600.2
LOC105665609	XM_020866648.1
LOC105665610	XM_012318717.2
LOC105665611	XM_012318722.2
LOC105665612	XM_012311544.2
LOC105665613	XM_012310967.2
LOC105665614	XM_012321068.2
LOC105665615	XM_020866218.1
LOC105665616	XM_012318153.2
LOC105665617	XM_012314630.2
LOC105665618	XM_012314136.2
LOC105665619	XM_020867043.1
LOC105665620	XM_012319349.2
LOC105665621	XM_012320263.1
LOC105665622	XM_012313930.2
LOC105665623	XM_012313980.2
LOC105665624	XM_012315554.2
LOC105665626	XM_012313030.1
LOC105665627	XM_012310506.1
LOC105665629	XM_012310560.2
LOC105665630	XM_012314056.2
LOC105665631	XM_012320479.2
LOC105665632	XM_012315821.2
LOC105665633	XM_012316785.2
LOC105665634	XM_012313699.2
LOC105665635	XM_012320919.2
LOC105665636	XM_012314114.2
LOC105665638	XM_020866192.1
LOC105665639	XM_012316212.1
LOC105665640	XM_012315900.1
LOC105665642	XM_012318346.2
LOC105665644	XM_012307676.2
LOC105665645	XR_001098626.2
LOC105665646	XM_012307680.2
LOC105665648	XR_001098628.2
LOC105665649	XM_020862773.1
LOC105665650	XM_012307756.2
LOC105665651	XR_001098630.1
LOC105665652	XM_012307770.2
LOC105665653	XR_001098631.2
LOC105665655	XM_012307811.2
LOC105665656	XM_012307814.2
LOC105665658	XR_001098634.2
LOC105665659	XM_012307887.2
LOC105665660	XR_001098637.2
LOC105665661	XM_012307923.2
LOC105665662	XR_001098638.2
LOC105665663	XM_012307943.2
LOC105665666	XM_020862678.1
LOC105665667	XM_020862789.1
LOC105665670	XM_012308004.2
LOC105665671	XM_020862668.1
LOC105665672	XR_001098643.2
LOC105665673	XM_020862665.1
LOC105665675	XM_012308033.2
LOC105665676	XM_020862712.1
LOC105665677	XM_012308049.2
LOC105665678	XM_012308103.2
LOC105665679	XR_001098668.2
LOC105665681	XR_001098669.2
LOC105665682	XR_002307674.1
LOC105665683	XM_020862623.1
LOC105665684	XR_002307675.1
LOC105665686	XR_001098684.1
LOC105665688	XR_002307614.1
LOC105665689	XM_012308252.2
LOC105665690	XM_012308261.1
LOC105665691	XM_020862866.1
LOC105665697	XM_012308286.2
LOC105665699	XM_012308312.2
LOC105665700	XM_020862901.1
LOC105665701	XM_012308315.2
LOC105665702	XM_020862874.1
LOC105665703	XM_020862790.1
LOC105665704	XM_020862786.1
LOC105665705	XM_012308330.2
LOC105665706	XM_020862784.1
LOC105665708	XM_012308336.2
LOC105665711	XM_020862781.1
LOC105665712	XM_020862683.1
LOC105665714	XM_012308346.2
LOC105665717	XM_012308373.2
LOC105665718	XM_012308380.2
LOC105665719	XM_012308421.1
LOC105665721	XR_001098694.2
LOC105665723	XM_012308476.2
LOC105665724	XM_012308480.2
LOC105665725	XM_020863055.1
LOC105665726	XM_012308492.2
LOC105665728	XR_001098698.2
LOC105665730	XM_012308526.2
LOC105665731	XM_012308534.2
LOC105665732	XM_020863140.1
LOC105665733	XR_001098706.2
LOC105665734	XR_002307719.1
LOC105665735	XM_020863213.1
LOC105665736	XM_020862943.1
LOC105665737	XM_020863166.1
LOC105665738	XR_002307705.1
LOC105665740	XR_002307729.1
LOC105665741	XM_020863273.1
LOC105665742	XM_020863275.1
LOC105665743	XR_001098719.2
LOC105665744	XM_012308687.2
LOC105665745	XM_020862952.1
LOC105665746	XM_012308699.2
LOC105665747	XM_012308700.2
LOC105665748	XM_012308707.2
LOC105665749	XM_012308723.2
LOC105665750	XM_012308731.2
LOC105665751	XM_012308740.2
LOC105665752	XM_020863300.1
LOC105665753	XR_001098724.2
LOC105665754	XM_020863185.1
LOC105665756	XM_020863187.1
LOC105665757	XM_012308755.2
LOC105665758	XM_012308786.1
LOC105665759	XM_012308787.2
LOC105665761	XM_012308856.2
LOC105665764	XR_002307678.1
LOC105665767	XM_020862722.1
LOC105665768	XM_012308886.2
LOC105665769	XR_001098737.2
LOC105665770	XM_012308910.2
LOC105665771	XM_020863246.1
LOC105665772	XM_012308935.2
LOC105665774	XM_012308963.2
LOC105665775	XM_012308971.2
LOC105665776	XM_012308990.2
LOC105665778	XM_020863179.1
LOC105665780	XR_001098757.2
LOC105665781	XM_012309060.2
LOC105665782	XR_002307697.1
LOC105665783	XR_001098760.2
LOC105665784	XM_012309087.2
LOC105665785	XR_002307731.1
LOC105665786	XM_012309089.2
LOC105665787	XM_020863175.1
LOC105665789	XM_020863195.1
LOC105665790	XM_012309093.1
LOC105665791	XM_020863034.1
LOC105665792	XM_012309098.2
LOC105665793	XM_020863193.1
LOC105665794	XM_020868386.1
LOC105665795	XM_020863191.1
LOC105665796	XM_020863133.1
LOC105665799	XM_020863171.1
LOC105665800	XM_012309119.1
LOC105665801	XM_020863181.1
LOC105665802	XM_020863033.1
LOC105665805	XR_001098763.2
LOC105665806	XM_012309132.2
LOC105665807	XM_020863299.1
LOC105665808	XM_020862990.1
LOC105665809	XR_002307881.1
LOC105665811	XR_001098764.2
LOC105665814	XR_002307780.1
LOC105665815	XM_012309200.2
LOC105665816	XR_001098771.2
LOC105665817	XM_012309215.2
LOC105665818	XM_012309216.2
LOC105665820	XM_012309237.2
LOC105665822	XM_012309262.1
LOC105665823	XM_020865206.1
LOC105665824	XR_002307782.1
LOC105665825	XM_012309305.1
LOC105665827	XM_020863484.1
LOC105665828	XM_012309330.1
LOC105665829	XM_012309333.2
LOC105665830	XM_012309335.1
LOC105665832	XM_012309345.2
LOC105665833	XM_012309352.2
LOC105665834	XM_012309353.2
LOC105665835	XM_020863454.1
LOC105665836	XM_020863416.1
LOC105665837	XM_012309357.1
LOC105665838	XM_012309361.1
LOC105665839	XM_020863358.1
LOC105665840	XM_020863507.1
LOC105665841	XM_020868651.1
LOC105665842	XR_001098781.1
LOC105665843	XR_001098782.2
LOC105665845	XM_012309408.2
LOC105665846	XR_002308984.1
LOC105665847	XM_012309492.2
LOC105665848	XM_012309512.2
LOC105665849	XM_012309524.2
LOC105665851	XM_012309549.1
LOC105665852	XM_020863466.1
LOC105665853	XM_020863321.1
LOC105665854	XM_012309581.2
LOC105665855	XM_012309583.1
LOC105665856	XM_012309609.2
LOC105665858	XM_020863393.1
LOC105665859	XM_012309646.2
LOC105665860	XM_020863457.1
LOC105665861	XM_020863845.1
LOC105665862	XM_012309709.2
LOC105665863	XR_002307892.1
LOC105665864	XR_002307896.1
LOC105665866	XM_012309752.2
LOC105665867	XR_002307807.1
LOC105665869	XR_001098802.2
LOC105665871	XR_001098803.2
LOC105665872	XM_012309812.2
LOC105665873	XR_002307908.1
LOC105665874	XR_002307906.1
LOC105665875	XR_001098808.2
LOC105665876	XR_002307854.1
LOC105665878	XM_012309930.2
LOC105665879	XR_002307834.1
LOC105665880	XR_002307880.1
LOC105665881	XR_001098825.2
LOC105665882	XM_020863621.1
LOC105665883	XR_002307817.1
LOC105665884	XM_012310022.2
LOC105665886	XM_020864000.1
LOC105665888	XR_002307851.1
LOC105665889	XR_002307852.1
LOC105665890	XM_012310064.2
LOC105665892	XM_012310070.2
LOC105665893	XM_012310071.2
LOC105665894	XM_012310072.1
LOC105665895	XM_012310075.1
LOC105665897	XM_020863996.1
LOC105665898	XM_012310083.2
LOC105665900	XR_001098838.2
LOC105665901	XR_001098839.1
LOC105665902	XR_001098840.1
LOC105665903	XR_002307810.1
LOC105665904	XR_001098843.2
LOC105665905	XR_001098847.2
LOC105665906	XM_012310095.1
LOC105665907	XM_012310094.1
LOC105665908	XR_002307883.1
LOC105665909	XM_020863764.1
LOC105665910	XR_001098849.2
LOC105665911	XR_001098853.2
LOC105665912	XR_001098854.2
LOC105665913	XM_012310183.2
LOC105665914	XM_012310194.2
LOC105665915	XR_001098855.2
LOC105665917	XR_001098856.2
LOC105665918	XM_020863911.1
LOC105665920	XM_012310250.2
LOC105665921	XM_012310269.2
LOC105665922	XR_001098864.2
LOC105665923	XM_012310279.2
LOC105665924	XM_012310299.2
LOC105665925	XR_001098865.2
LOC105665926	XM_020863581.1
LOC105665927	XM_012310364.2
LOC105665928	XR_002307812.1
LOC105665929	XM_012310425.2
LOC105665931	XM_020863854.1
LOC105665932	XM_020863878.1
LOC105665933	XR_001098871.2
LOC105665934	XM_012310480.2
LOC105665935	XM_012310515.2
LOC105665936	XM_012310519.2
LOC105665938	XM_012310524.2
LOC105665939	XM_012310532.2
LOC105665941	XM_012310577.2
LOC105665943	XR_001098878.1
LOC105665944	XM_012310586.2
LOC105665945	XR_001098880.2
LOC105665946	XM_012310638.2
LOC105665947	XR_001098884.2
LOC105665948	XR_001098885.2
LOC105665949	XM_012310678.2
LOC105665950	XM_020863880.1
LOC105665951	XM_012310686.2
LOC105665952	XR_002307921.1
LOC105665953	XR_002307712.1
LOC105665954	XM_012310696.2
LOC105665955	XR_001098898.2
LOC105665956	XR_001098900.2
LOC105665957	XM_012310718.2
LOC105665958	XR_002307924.1
LOC105665959	XM_012310746.2
LOC105665960	XM_012310748.2
LOC105665962	XM_012310769.2
LOC105665963	XR_001098903.2
LOC105665966	XM_012310799.2
LOC105665968	XM_012310804.1
LOC105665970	XM_020863585.1
LOC105665971	XM_012310810.2
LOC105665972	XM_020863833.1
LOC105665975	XM_012310819.2
LOC105665976	XM_020863686.1
LOC105665977	XM_020863700.1
LOC105665978	XM_020864130.1
LOC105665980	XM_020864183.1
LOC105665981	XR_001098907.2
LOC105665982	XM_020864256.1
LOC105665983	XM_012310888.2
LOC105665984	XM_020863376.1
LOC105665985	XR_001098909.2
LOC105665986	XM_012310903.2
LOC105665987	XR_001098915.2
LOC105665988	XR_001098919.2
LOC105665989	XM_020864266.1
LOC105665990	XM_012311008.2
LOC105665991	XM_012311012.1
LOC105665993	XM_020866045.1
LOC105665994	XR_001098930.2
LOC105665995	XM_012311046.1
LOC105665996	XR_001098933.2
LOC105665997	XM_012311076.2
LOC105665998	XR_002308462.1
LOC105665999	XM_012311102.2
LOC105666000	XM_020864259.1
LOC105666001	XR_001098937.2
LOC105666002	XM_012311114.2
LOC105666003	XR_001098938.2
LOC105666004	XR_001098941.2
LOC105666006	XM_012311147.2
LOC105666007	XM_012311172.2
LOC105666008	XR_001098943.1
LOC105666009	XM_012311201.2
LOC105666010	XM_020864105.1
LOC105666011	XM_020864285.1
LOC105666013	XM_020864298.1
LOC105666015	XR_002307999.1
LOC105666016	XM_020864159.1
LOC105666018	XM_012311315.2
LOC105666019	XR_001098953.1
LOC105666020	XM_020864083.1
LOC105666021	XM_012311361.2
LOC105666023	XR_001098955.2
LOC105666024	XM_012311374.2
LOC105666025	XM_012311397.2
LOC105666026	XM_012311407.2
LOC105666027	XM_020864374.1
LOC105666028	XM_012311460.2
LOC105666029	XM_012311461.2
LOC105666030	XM_012311527.2
LOC105666031	XM_012311534.2
LOC105666032	XR_002308043.1
LOC105666033	XR_001098963.2
LOC105666034	XM_012311634.2
LOC105666035	XR_002308061.1
LOC105666036	XR_002308005.1
LOC105666038	XM_012311661.2
LOC105666039	XM_012311662.2
LOC105666040	XM_012311663.2
LOC105666041	XM_012311688.2
LOC105666042	XM_012311700.2
LOC105666043	XR_002308042.1
LOC105666046	XM_012311748.2
LOC105666047	XM_012311762.1
LOC105666049	XM_012311772.2
LOC105666050	XR_001098971.1
LOC105666051	XM_012311803.2
LOC105666052	XM_020864445.1
LOC105666053	XR_002308033.1
LOC105666054	XR_001098973.2
LOC105666055	XM_012311866.2
LOC105666056	XM_012311874.2
LOC105666057	XM_020864563.1
LOC105666058	XM_012311949.2
LOC105666059	XM_012311953.2
LOC105666060	XM_012311954.2
LOC105666061	XM_012311955.2
LOC105666062	XM_012311959.2
LOC105666065	XM_012311964.1
LOC105666066	XR_001098984.2
LOC105666067	XR_001098986.2
LOC105666068	XM_020864777.1
LOC105666069	XM_012312012.1
LOC105666070	XM_012312013.2
LOC105666072	XR_002308074.1
LOC105666075	XM_012312030.2
LOC105666076	XM_012312031.2
LOC105666077	XM_020864480.1
LOC105666078	XM_012312035.2
LOC105666079	XM_012312036.2
LOC105666080	XM_020864549.1
LOC105666081	XM_012312038.2
LOC105666082	XM_020864416.1
LOC105666083	XM_012312040.2
LOC105666085	XR_001098994.2
LOC105666086	XM_020868623.1
LOC105666087	XM_020864641.1
LOC105666088	XM_012312103.2
LOC105666089	XM_012312128.2
LOC105666090	XM_012312136.2
LOC105666091	XM_020863276.1
LOC105666092	XM_012312166.2
LOC105666094	XM_020863533.1
LOC105666096	XM_012312205.1
LOC105666097	XM_020864566.1
LOC105666098	XR_001099002.1
LOC105666099	XM_012312226.1
LOC105666100	XM_020864460.1
LOC105666101	XM_012312228.1
LOC105666102	XM_012312229.1
LOC105666103	XM_020864487.1
LOC105666105	XR_001099005.2
LOC105666106	XM_012312245.1
LOC105666107	XM_012312255.1
LOC105666108	XR_002308023.1
LOC105666110	XM_020864765.1
LOC105666111	XR_001099011.2
LOC105666112	XM_020864886.1
LOC105666113	XM_012312343.2
LOC105666114	XR_001099014.2
LOC105666115	XM_012312359.2
LOC105666116	XM_012312376.2
LOC105666117	XR_001099020.2
LOC105666118	XR_001099021.2
LOC105666119	XM_012312414.2
LOC105666120	XM_012312434.2
LOC105666122	XM_012312445.2
LOC105666123	XM_012312463.2
LOC105666124	XM_020865164.1
LOC105666125	XM_012312470.2
LOC105666126	XR_001099022.1
LOC105666127	XR_001099026.2
LOC105666128	XR_002308101.1
LOC105666129	XM_012312533.2
LOC105666130	XM_012312534.2
LOC105666131	XM_012312546.2
LOC105666132	XM_020865081.1
LOC105666133	XR_001099028.2
LOC105666136	XR_001099034.2
LOC105666137	XM_012312644.2
LOC105666138	XM_012312651.2
LOC105666139	XM_012312652.2
LOC105666140	XR_001099035.1
LOC105666141	XM_012312654.2
LOC105666142	XR_002308082.1
LOC105666143	XM_012312689.2
LOC105666144	XM_012312690.1
LOC105666145	XM_020865154.1
LOC105666146	XR_002308120.1
LOC105666147	XM_020863831.1
LOC105666148	XM_012312708.2
LOC105666149	XM_020865007.1
LOC105666150	XM_012312725.2
LOC105666151	XM_020864931.1
LOC105666153	XM_012312749.2
LOC105666154	XM_012312755.2
LOC105666155	XR_002308114.1
LOC105666157	XM_012312808.2
LOC105666158	XM_020864940.1
LOC105666159	XR_001099052.1
LOC105666160	XM_020864957.1
LOC105666161	XR_001099058.2
LOC105666162	XM_012312915.1
LOC105666163	XM_012312939.2
LOC105666164	XR_002308919.1
LOC105666166	XM_012312988.2
LOC105666167	XM_020865053.1
LOC105666168	XM_012313040.2
LOC105666169	XM_012313041.1
LOC105666170	XM_012313045.2
LOC105666171	XM_012313042.1
LOC105666173	XM_012313049.2
LOC105666174	XM_012313050.2
LOC105666175	XM_020864984.1
LOC105666176	XM_012313056.1
LOC105666177	XM_020864928.1
LOC105666178	XR_001099070.2
LOC105666179	XR_002308079.1
LOC105666180	XM_020865058.1
LOC105666181	XM_012313080.2
LOC105666182	XM_012313087.1
LOC105666183	XR_002308133.1
LOC105666185	XM_012313124.2
LOC105666186	XM_012313126.2
LOC105666187	XR_001099080.2
LOC105666188	XM_020864962.1
LOC105666189	XR_001099084.1
LOC105666190	XM_012313157.2
LOC105666192	XR_002308104.1
LOC105666193	XR_001099087.2
LOC105666194	XR_002308111.1
LOC105666195	XM_012313171.2
LOC105666196	XM_012313176.2
LOC105666197	XM_012313240.2
LOC105666198	XR_001099091.1
LOC105666199	XM_012313258.2
LOC105666200	XM_012313271.2
LOC105666201	XM_012313292.2
LOC105666202	XR_001099097.2
LOC105666203	XM_012313347.2
LOC105666204	XM_012313354.2
LOC105666205	XM_012313357.2
LOC105666206	XM_020865372.1
LOC105666207	XM_012313381.2
LOC105666208	XR_001099100.2
LOC105666209	XM_020865512.1
LOC105666212	XM_012313390.2
LOC105666213	XM_020865412.1
LOC105666214	XM_012313394.1
LOC105666216	XM_012313438.2
LOC105666217	XM_012313450.2
LOC105666219	XR_002308182.1
LOC105666220	XR_001099115.2
LOC105666221	XM_012313482.2
LOC105666226	XM_012313516.2
LOC105666227	XM_020865517.1
LOC105666228	XM_012313518.1
LOC105666229	XM_020865565.1
LOC105666230	XM_012313520.1
LOC105666231	XR_001099117.2
LOC105666232	XR_001099118.2
LOC105666233	XM_012313544.2
LOC105666234	XR_001099119.2
LOC105666235	XR_002308136.1
LOC105666239	XR_001099130.2
LOC105666240	XM_012313613.2
LOC105666241	XR_002308839.1
LOC105666242	XR_001099133.2
LOC105666243	XM_012313650.2
LOC105666244	XM_012313680.1
LOC105666245	XR_001099137.2
LOC105666246	XR_001099140.2
LOC105666247	XR_001099141.2
LOC105666248	XM_020865314.1
LOC105666251	XR_001099147.1
LOC105666253	XM_012313882.2
LOC105666256	XR_001099158.2
LOC105666257	XM_012313925.2
LOC105666258	XR_002308174.1
LOC105666259	XM_012313945.2
LOC105666261	XR_002308142.1
LOC105666262	XM_020865399.1
LOC105666263	XR_002308177.1
LOC105666264	XM_012314036.1
LOC105666265	XM_012314062.2
LOC105666266	XR_001099170.2
LOC105666267	XM_012314069.2
LOC105666268	XM_012314076.2
LOC105666269	XR_002308223.1
LOC105666270	XM_012314098.1
LOC105666271	XM_012314099.2
LOC105666272	XM_012314100.1
LOC105666273	XM_012314106.1
LOC105666274	XM_020865495.1
LOC105666275	XM_012314118.1
LOC105666278	XM_012314127.1
LOC105666280	XM_020865400.1
LOC105666281	XR_002308165.1
LOC105666282	XM_012314134.2
LOC105666283	XM_012314139.1
LOC105666284	XM_012314153.2
LOC105666285	XM_012314160.2
LOC105666287	XR_001099178.1
LOC105666288	XM_020865663.1
LOC105666289	XR_001099182.2
LOC105666290	XM_020865648.1
LOC105666291	XM_012314220.2
LOC105666292	XM_012314229.2
LOC105666293	XR_001099181.2
LOC105666294	XM_012314272.2
LOC105666295	XR_001099186.2
LOC105666297	XM_012314329.2
LOC105666298	XR_001099189.2
LOC105666299	XR_002308673.1
LOC105666300	XM_012314418.1
LOC105666301	XM_012314419.2
LOC105666302	XM_012314423.2
LOC105666304	XM_020865642.1
LOC105666305	XM_012314426.2
LOC105666308	XM_012314433.2
LOC105666309	XM_012314436.2
LOC105666310	XR_002308231.1
LOC105666311	XM_012314450.2
LOC105666312	XM_012314455.2
LOC105666313	XM_012314470.2
LOC105666314	XM_020865838.1
LOC105666315	XR_001099195.2
LOC105666316	XM_012314511.2
LOC105666317	XR_001099197.2
LOC105666319	XM_012314529.2
LOC105666320	XR_001099202.2
LOC105666321	XR_001099205.2
LOC105666322	XM_012314579.2
LOC105666323	XM_012314585.2
LOC105666324	XM_012314589.2
LOC105666325	XM_012314610.2
LOC105666326	XR_001099207.2
LOC105666327	XM_020866076.1
LOC105666328	XM_020865772.1
LOC105666329	XM_012314653.1
LOC105666332	XM_020865982.1
LOC105666333	XM_012314753.2
LOC105666334	XM_012314759.2
LOC105666335	XM_012314769.2
LOC105666336	XM_012314774.2
LOC105666337	XR_001099218.2
LOC105666338	XM_012314785.2
LOC105666339	XM_020865758.1
LOC105666340	XM_012314800.2
LOC105666341	XR_001099219.2
LOC105666342	XM_012314832.1
LOC105666343	XM_020865892.1
LOC105666344	XM_012314845.2
LOC105666345	XM_012314904.2
LOC105666346	XM_012314908.2
LOC105666347	XM_012314911.2
LOC105666350	XM_012314981.2
LOC105666351	XM_020866081.1
LOC105666352	XM_020866018.1
LOC105666353	XM_012315063.2
LOC105666354	XM_012315133.2
LOC105666357	XR_002308241.1
