Def	NM_001280909.1
LOC100645809	XM_012316180.2
LOC100645810	XM_003400885.3
LOC100645811	XM_020866801.1
LOC100645812	XM_012317121.2
LOC100645813	XM_012317224.2
LOC100645814	XM_020867362.1
LOC100645815	XM_020867453.1
LOC100645816	XM_012318478.1
LOC100645817	XM_003402481.2
LOC100645818	XM_012307948.2
LOC100645819	XM_003393081.3
LOC100645820	XM_012313154.2
LOC100645821	XM_003393469.3
LOC100645822	XM_020865996.1
LOC100645823	XM_003394346.2
LOC100645824	XM_003394501.3
LOC100645825	XM_003394656.3
LOC100645826	XM_003394984.3
LOC100645827	XM_020862713.1
LOC100645828	XM_012308559.2
LOC100645829	XM_020863003.1
LOC100645830	XM_003395637.3
LOC100645831	XM_003395722.3
LOC100645832	XM_012309004.2
LOC100645833	XM_003395964.3
LOC100645834	XM_020863928.1
LOC100645835	XR_002307808.1
LOC100645836	XM_012310954.2
LOC100645837	XM_012311177.2
LOC100645838	XM_012311392.2
LOC100645839	XM_003397980.3
LOC100645840	XM_003398142.3
LOC100645841	XM_012313149.1
LOC100645842	XM_003398791.3
LOC100645844	XM_003399036.2
LOC100645845	XM_020865450.1
LOC100645846	XM_020866360.1
LOC100645847	XM_003400478.3
LOC100645848	XM_020866551.1
LOC100645849	XM_003400803.3
LOC100645850	XM_003401695.3
LOC100645851	XM_012317617.2
LOC100645852	XM_012318298.2
LOC100645853	XM_020867709.1
LOC100645854	XM_020867802.1
LOC100645855	XM_003402713.1
LOC100645856	XM_012319406.2
LOC100645857	XM_012320027.2
LOC100645858	XM_003392921.3
LOC100645859	XM_012311551.2
LOC100645862	XM_012320318.2
LOC100645863	XM_020866659.1
LOC100645865	XM_020868458.1
LOC100645866	XM_012321207.2
LOC100645867	XM_003394741.3
LOC100645868	XM_020862708.1
LOC100645869	XM_003394904.3
LOC100645870	XM_003395065.3
LOC100645871	XM_020863039.1
LOC100645872	XM_003395882.3
LOC100645874	XM_003396368.3
LOC100645875	XM_020863538.1
LOC100645876	XM_020863656.1
LOC100645877	XM_012311346.2
LOC100645878	XM_020864348.1
LOC100645879	XM_003397740.3
LOC100645880	XM_020864637.1
LOC100645881	XM_012312410.2
LOC100645882	XM_003398635.3
LOC100645883	XM_012314051.2
LOC100645884	XM_003399196.3
LOC100645885	XM_012314530.2
LOC100645886	XM_003399589.3
LOC100645887	XM_003399674.2
LOC100645888	XM_012314730.2
LOC100645889	XM_003400067.3
LOC100645890	XM_003400397.3
LOC100645891	XM_012316308.2
LOC100645892	XM_012316658.2
LOC100645893	XM_020867023.1
LOC100645894	XM_020866824.1
LOC100645895	XM_020867376.1
LOC100645896	XM_012318276.2
LOC100645897	XM_003402321.3
LOC100645898	XM_003402637.3
LOC100645899	XM_020868096.1
LOC100645900	XM_020868082.1
LOC100645902	XM_003393160.3
LOC100645903	XM_012320413.2
LOC100645904	XM_012320667.2
LOC100645905	XM_020862590.1
LOC100645906	XM_012309019.2
LOC100645907	XM_003395474.3
LOC100645908	XM_012309405.2
LOC100645909	XM_012309776.2
LOC100645911	XM_012310789.2
LOC100645912	XM_020863668.1
LOC100645913	XM_012310669.2
LOC100645914	XM_003397098.3
LOC100645915	XM_020864241.1
LOC100645916	XM_003398388.3
LOC100645918	XM_003398872.3
LOC100645919	XM_003398957.3
LOC100645920	XM_003399513.3
LOC100645921	XM_020865736.1
LOC100645923	XM_020866185.1
LOC100645924	XM_020866117.1
LOC100645925	XM_003400886.3
LOC100645926	XM_012316868.2
LOC100645927	XM_003401210.3
LOC100645928	XM_020866949.1
LOC100645929	XM_003401376.3
LOC100645930	XM_012317814.1
LOC100645931	XM_020867617.1
LOC100645932	XM_012318832.1
LOC100645933	XM_003392999.3
LOC100645934	XM_003393082.3
LOC100645936	XM_020867498.1
LOC100645937	XM_003393784.3
LOC100645938	XM_012320527.2
LOC100645939	XM_020862586.1
LOC100645940	XM_003394658.3
LOC100645941	XM_003394985.3
LOC100645942	XM_012308258.2
LOC100645943	XM_012309107.2
LOC100645944	XM_003395554.3
LOC100645945	XM_003395638.3
LOC100645946	XM_012308901.2
LOC100645947	XM_020863286.1
LOC100645948	XM_003395965.2
LOC100645949	XM_012311186.2
LOC100645950	XM_003397824.3
LOC100645951	XM_003397981.3
LOC100645952	XM_012313038.2
LOC100645953	XM_003398303.3
LOC100645954	XM_003398472.3
LOC100645955	XM_003398559.3
LOC100645956	XM_012313415.2
LOC100645957	XM_003399037.3
LOC100645958	XM_020865445.1
LOC100645959	XM_003399987.3
LOC100645960	XM_003400316.3
LOC100645961	XM_003400479.3
LOC100645962	XM_012316350.2
LOC100645964	XM_003401696.3
LOC100645965	XM_020867238.1
LOC100645966	XM_020867525.1
LOC100645967	XM_020867686.1
LOC100645970	XM_003402861.3
LOC100645971	XM_003403094.3
LOC100645973	XM_003392840.3
LOC100645974	XM_003392922.3
LOC100645975	XM_020863710.1
LOC100645977	XM_020867639.1
LOC100645978	XM_012315546.2
LOC100645979	XM_012320320.2
LOC100645981	XM_012321027.2
LOC100645982	XM_003394581.3
LOC100645983	XM_012307728.2
LOC100645984	XM_003394820.3
LOC100645985	XM_012307928.1
LOC100645986	XM_012308157.2
LOC100645987	XM_003395883.3
LOC100645988	XM_003396044.3
LOC100645989	XM_003396369.3
LOC100645990	XM_020863586.1
LOC100645991	XM_012310754.2
LOC100645992	XM_020864304.1
LOC100645993	XM_020864614.1
LOC100645994	XM_012311812.2
LOC100645995	XM_020864670.1
LOC100645996	XM_020864780.1
LOC100645997	XM_003397903.3
LOC100645999	XM_020865572.1
LOC100646000	XM_012313738.2
LOC100646001	XM_003399355.3
LOC100646002	XM_012314535.2
LOC100646003	XM_012314762.2
LOC100646004	XM_003399676.3
LOC100646005	XM_003399835.3
LOC100646006	XM_020866553.1
LOC100646007	XM_020866401.1
LOC100646008	XM_012316311.2
LOC100646009	XM_012316660.2
LOC100646010	XM_020866938.1
LOC100646011	XM_012317133.2
LOC100646012	NM_001280926.1
LOC100646013	XM_020867472.1
LOC100646014	XM_003402638.3
LOC100646015	XM_003403012.3
LOC100646016	XM_003393470.3
LOC100646017	XM_020868325.1
LOC100646018	XM_012320775.2
LOC100646019	XM_003395228.3
LOC100646020	XM_012308561.1
LOC100646021	XM_003396126.3
LOC100646022	XM_012309780.2
LOC100646023	XM_003396289.3
LOC100646024	XM_003396446.3
LOC100646025	XM_020863734.1
LOC100646026	XM_020863964.1
LOC100646027	XM_020863572.1
LOC100646028	XM_020864066.1
LOC100646029	XM_020864178.1
LOC100646030	XM_020864242.1
LOC100646031	XM_003398389.3
LOC100646033	XM_003398873.3
LOC100646034	XM_003399514.3
LOC100646035	XM_012315023.2
LOC100646036	XM_003400153.2
LOC100646037	XM_012315675.2
LOC100646038	XM_003400887.3
LOC100646039	XM_003401050.3
LOC100646040	XM_020866811.1
LOC100646041	XM_020867124.1
LOC100646042	XM_003401377.3
LOC100646043	XM_003401455.3
LOC100646044	XM_012317558.2
LOC100646046	XM_003402247.3
LOC100646047	XM_003402483.3
LOC100646048	XM_003402559.3
LOC100646049	XM_003402941.2
LOC100646051	XM_012309150.2
LOC100646052	XM_020865514.1
LOC100646053	XM_003393785.3
LOC100646054	XM_003394106.3
LOC100646055	XM_020868668.1
LOC100646056	XM_003394348.3
LOC100646057	XM_003394986.3
LOC100646058	XM_003395147.3
LOC100646059	XM_020863142.1
LOC100646060	XM_003395391.3
LOC100646061	XM_003395555.3
LOC100646062	XM_020863291.1
LOC100646063	XM_020863519.1
LOC100646064	XM_020864463.1
LOC100646065	XM_003397982.3
LOC100646066	XM_012312451.2
LOC100646067	XM_020864879.1
LOC100646068	XM_003398473.3
LOC100646069	XM_020865404.1
LOC100646070	XM_003399038.3
LOC100646071	XM_003399119.3
LOC100646072	XM_012314266.2
LOC100646073	XM_020866156.1
LOC100646075	XM_012315753.2
LOC100646076	XM_003400480.3
LOC100646077	XM_020866690.1
LOC100646078	XM_003400805.3
LOC100646079	XM_012317723.2
LOC100646080	XM_012317816.2
LOC100646081	XM_012318307.2
LOC100646082	XM_003402172.3
LOC100646083	XM_020867659.1
LOC100646084	XM_020867708.1
LOC100646085	XM_003402715.3
LOC100646086	XM_012319156.2
LOC100646087	XM_012319401.2
LOC100646088	XM_020868173.1
LOC100646089	XM_003403174.2
LOC100646090	NM_001287565.1
LOC100646091	XM_012313921.2
LOC100646093	XM_012310665.2
LOC100646094	XM_012311572.2
LOC100646095	XM_012311352.2
LOC100646096	XM_003393709.2
LOC100646098	XM_003393946.1
LOC100646099	XM_020868460.1
LOC100646100	XM_020868525.1
LOC100646101	XM_003394583.3
LOC100646102	XM_012307727.2
LOC100646103	XM_003394822.3
LOC100646104	XM_003394906.3
LOC100646105	XM_003395066.3
LOC100646106	XM_003396045.2
LOC100646107	XM_012310062.2
LOC100646108	XM_020863590.1
LOC100646109	XM_003396691.3
LOC100646110	XM_020863671.1
LOC100646111	XM_003397419.3
LOC100646112	XM_003397500.3
LOC100646113	XM_003397580.2
LOC100646115	XM_020864782.1
LOC100646117	XM_020864883.1
LOC100646118	XM_012312566.2
LOC100646119	XM_020865368.1
LOC100646120	XM_020865434.1
LOC100646121	XM_012314410.2
LOC100646122	XM_003399591.3
LOC100646123	XM_003399836.3
LOC100646125	XM_012316191.2
LOC100646126	XM_012316757.2
LOC100646127	XM_003401128.2
LOC100646128	XM_020866911.1
LOC100646129	XM_003401934.3
LOC100646131	XM_012319000.2
LOC100646132	XM_012320023.2
LOC100646133	XM_003393000.2
LOC100646134	XM_003393471.3
LOC100646135	XM_012317153.2
LOC100646136	XM_012320414.2
LOC100646137	XM_012321244.2
LOC100646138	XM_012308445.2
LOC100646139	XM_012308541.2
LOC100646140	XM_003395640.3
LOC100646141	XM_020863258.1
LOC100646142	XM_020863420.1
LOC100646143	XM_003396207.3
LOC100646144	XM_003396290.3
LOC100646145	XM_020864040.1
LOC100646146	XM_003396524.3
LOC100646147	XM_020863597.1
LOC100646149	XM_020864182.1
LOC100646150	XM_003397180.3
LOC100646152	XM_020864885.1
LOC100646153	XM_012313185.2
LOC100646154	XM_020865978.1
LOC100646155	XM_012315561.2
LOC100646156	XM_020866386.1
LOC100646157	XM_012316863.2
LOC100646158	XM_003401212.3
LOC100646159	XM_003401293.3
LOC100646160	XM_012317225.2
LOC100646162	XM_003401855.3
LOC100646163	XM_020867620.1
LOC100646164	XM_003402484.3
LOC100646166	XM_003402942.2
LOC100646167	XM_012309188.2
LOC100646168	XM_020865543.1
LOC100646170	XM_003393786.3
LOC100646171	XM_012320524.2
LOC100646172	XM_012320668.2
LOC100646174	XM_020862847.1
LOC100646175	XM_003395148.3
LOC100646176	XM_020863274.1
LOC100646177	XM_003395392.3
LOC100646178	XM_003395556.3
LOC100646179	XM_012309006.2
LOC100646180	XM_003395967.3
LOC100646181	XM_003397341.3
LOC100646182	XM_012312178.2
LOC100646183	XM_003397904.2
LOC100646184	XM_020864595.1
LOC100646185	XM_003398145.3
LOC100646186	XM_003398305.3
LOC100646187	XM_012312874.2
LOC100646188	XM_003398794.3
LOC100646189	XM_012313778.2
LOC100646190	XM_020865577.1
LOC100646191	XM_020865230.1
LOC100646192	XM_003399277.3
LOC100646193	XM_003399434.3
LOC100646194	XM_020865824.1
LOC100646195	XM_003399917.3
LOC100646196	XM_020866330.1
LOC100646197	XM_003400069.3
LOC100646198	XM_020866364.1
LOC100646199	XM_020866663.1
LOC100646200	XM_012316253.2
LOC100646201	XM_020866558.1
LOC100646202	XM_012316520.2
LOC100646203	XM_020867165.1
LOC100646204	XM_012318312.2
LOC100646205	XM_020867496.1
LOC100646206	XM_003402322.3
LOC100646207	XM_020867873.1
LOC100646208	XM_020867913.1
LOC100646210	XM_020868154.1
LOC100646211	XM_020868135.1
LOC100646212	XM_003403175.3
LOC100646214	XM_012313740.2
LOC100646215	XM_003393162.3
LOC100646216	XM_020866163.1
LOC100646218	XM_012320776.2
LOC100646219	XM_003394426.3
LOC100646220	XM_003394503.3
LOC100646221	XM_012307929.2
LOC100646222	XM_003395067.3
LOC100646223	XM_003395885.2
LOC100646224	XM_003396046.3
LOC100646225	XM_003396610.3
LOC100646226	XM_012310759.2
LOC100646227	XM_020864068.1
LOC100646229	XM_020864665.1
LOC100646231	XM_003397743.3
LOC100646232	XM_020864829.1
LOC100646233	XM_020865501.1
LOC100646234	XM_003398875.2
LOC100646237	XM_012314635.2
LOC100646238	XM_020866058.1
LOC100646239	XM_020866031.1
LOC100646240	XM_003400400.3
LOC100646241	XM_003400565.3
LOC100646242	XM_020867098.1
LOC100646243	XM_020866827.1
LOC100646244	XM_012317367.2
LOC100646246	XM_020867381.1
LOC100646247	XM_012318164.2
LOC100646248	XM_020867837.1
LOC100646249	XM_012320040.1
LOC100646250	XM_012307985.2
LOC100646251	XM_012315085.2
LOC100646252	XM_012315973.2
LOC100646253	XM_012317167.2
LOC100646254	XM_020863305.1
LOC100646256	XM_003395641.2
LOC100646257	XM_012308432.2
LOC100646258	XM_020863652.1
LOC100646259	XM_020863691.1
LOC100646260	XM_012310563.2
LOC100646261	XM_012310671.2
LOC100646262	XM_003397181.3
LOC100646263	XM_003397265.2
LOC100646264	XM_020864554.1
LOC100646265	XM_020864925.1
LOC100646266	XM_003398561.3
LOC100646267	XM_012313180.2
LOC100646268	XM_012315033.2
LOC100646269	XM_012315560.2
LOC100646270	XM_020866334.1
LOC100646271	XM_020867021.1
LOC100646272	XM_003401294.3
LOC100646273	XM_020867314.1
LOC100646274	XM_003401774.3
LOC100646275	XM_020867191.1
LOC100646276	XM_020867622.1
LOC100646277	XM_012318641.1
LOC100646278	XM_020867765.1
LOC100646279	XM_003403247.3
LOC100646280	XM_012317258.2
LOC100646281	XM_020868671.1
LOC100646282	XM_012311650.1
LOC100646283	XM_012313195.2
LOC100646284	XM_020868036.1
LOC100646285	XM_003394190.3
LOC100646286	XM_020868410.1
LOC100646287	XM_003394584.2
LOC100646288	XM_012307732.2
LOC100646289	XM_020862679.1
LOC100646290	XM_020862759.1
LOC100646291	XM_003395149.3
LOC100646293	XM_020863052.1
LOC100646294	XM_012308677.2
LOC100646295	XM_020862965.1
LOC100646296	XM_003395968.3
LOC100646297	XM_012310066.2
LOC100646298	XM_012310451.1
LOC100646300	XM_020864465.1
LOC100646301	XM_020864645.1
LOC100646302	XM_020864594.1
LOC100646303	XM_020864892.1
LOC100646304	XM_003398306.3
LOC100646305	XM_012312876.2
LOC100646306	XM_012313395.2
LOC100646307	XM_020865313.1
LOC100646308	XM_020865578.1
LOC100646310	XM_012314271.2
LOC100646311	XM_003399435.3
LOC100646313	XM_003399990.3
LOC100646314	XM_012315460.2
LOC100646315	XM_012315679.2
LOC100646316	XM_012315754.2
LOC100646317	XM_012316040.2
LOC100646318	XM_020866376.1
LOC100646319	XM_012316313.2
LOC100646320	XM_020866594.1
LOC100646321	XM_012318309.2
LOC100646322	XM_020867501.1
LOC100646323	XM_020867656.1
LOC100646324	XM_020867807.1
LOC100646325	XM_020867954.1
LOC100646327	XM_003403015.3
LOC100646328	XM_020868121.1
LOC100646329	XM_003403176.3
LOC100646331	XM_012310679.2
LOC100646332	XM_003393869.1
LOC100646333	XM_020866672.1
LOC100646334	XM_012320418.2
LOC100646335	XM_020868469.1
LOC100646336	XM_020868725.1
LOC100646337	XM_012320971.2
LOC100646338	XM_012321248.2
LOC100646339	XM_020862921.1
LOC100646342	XM_012309380.2
LOC100646343	XM_003396129.3
LOC100646344	XM_012309785.2
LOC100646345	XM_012310794.2
LOC100646346	XM_020863892.1
LOC100646347	XM_012311395.2
LOC100646348	XM_020864315.1
LOC100646349	XM_003397744.3
LOC100646350	XM_020864880.1
LOC100646351	XM_012312576.2
LOC100646352	XM_003398638.3
LOC100646353	XM_003398876.3
LOC100646355	XM_012314148.2
LOC100646356	XM_020865937.1
LOC100646357	XM_003399593.2
LOC100646358	XM_020866030.1
LOC100646359	XM_020866554.1
LOC100646360	XM_003400566.3
LOC100646361	XM_012316663.2
LOC100646362	XM_003401130.3
LOC100646364	XM_020866970.1
LOC100646365	XM_012317154.2
LOC100646366	XM_012317937.2
LOC100646367	XM_020867414.1
LOC100646369	XM_003403322.3
LOC100646370	XM_012312282.2
LOC100646371	XM_012315039.2
LOC100646372	XM_020868105.1
LOC100646373	XM_003393629.3
LOC100646374	XM_020867890.1
LOC100646375	XM_003394109.2
LOC100646376	XM_020863306.1
LOC100646377	XM_012308530.1
LOC100646378	XM_003395642.2
LOC100646379	XM_003395726.3
LOC100646380	XM_012309933.2
LOC100646381	XM_012310198.2
LOC100646382	XM_012310670.2
LOC100646383	XM_003397182.2
LOC100646384	XM_003397266.3
LOC100646385	XM_012311815.2
LOC100646387	XM_020865334.1
LOC100646388	XM_003399757.3
LOC100646390	XM_012316538.2
LOC100646391	XM_020867122.1
LOC100646392	XM_003401775.3
LOC100646394	XM_003402250.3
LOC100646395	XM_012318691.2
LOC100646396	XM_003402486.3
LOC100646397	XM_020867874.1
LOC100646398	XM_003402943.2
LOC100646399	XM_020868225.1
LOC100646400	XM_012319412.2
LOC100646401	XM_020863818.1
LOC100646402	XM_020864590.1
LOC100646403	XM_012320671.2
LOC100646404	XM_012320739.2
LOC100646405	XM_012321087.1
LOC100646406	XM_020862895.1
LOC100646407	XM_012307769.2
LOC100646408	XM_020862711.1
LOC100646409	XM_020862860.1
LOC100646410	XM_003395315.3
LOC100646412	XM_003395812.3
LOC100646413	XM_012309428.2
LOC100646414	XM_012310063.2
LOC100646415	XM_012310318.2
LOC100646416	XM_012310452.2
LOC100646417	XM_003396776.3
LOC100646418	XM_012310963.2
LOC100646419	XM_003397101.3
LOC100646420	XM_020864080.1
LOC100646421	XM_012311579.2
LOC100646422	XM_003397828.3
LOC100646424	XM_020864488.1
LOC100646425	XM_020864966.1
LOC100646427	XM_003398476.3
LOC100646428	XM_003398796.3
LOC100646429	XM_020865315.1
LOC100646431	XM_003399436.2
LOC100646432	XM_020865822.1
LOC100646433	XM_003399991.3
LOC100646434	XM_003400071.3
LOC100646435	XM_012315755.2
LOC100646436	XM_003400483.3
LOC100646437	XM_012316265.2
LOC100646438	XM_012316223.2
LOC100646439	XM_020866653.1
LOC100646440	XM_012317022.2
LOC100646441	XM_012317371.2
LOC100646442	XM_003401699.3
LOC100646443	XM_003402096.3
LOC100646444	XM_020867570.1
LOC100646445	XM_012318595.2
LOC100646446	XM_020867809.1
LOC100646447	XR_132388.2
LOC100646448	XM_012319165.1
LOC100646449	XM_020868037.1
LOC100646450	XM_003403016.3
LOC100646451	XM_012319762.2
LOC100646452	XM_003403177.1
LOC100646454	XM_003393003.3
LOC100646455	XM_012310702.2
LOC100646456	XM_003393870.1
LOC100646457	XM_020868275.1
LOC100646458	XM_003394030.3
LOC100646459	XM_012320779.2
LOC100646460	XM_012321024.2
LOC100646461	XM_003394505.3
LOC100646462	XM_020868612.1
LOC100646463	XM_020862928.1
LOC100646464	XM_003395068.3
LOC100646465	XM_003395888.3
LOC100646466	XM_012309550.1
LOC100646467	XM_020863981.1
LOC100646468	XM_020863699.1
LOC100646469	XM_012310756.2
LOC100646470	XM_012311396.2
LOC100646471	XM_020864313.1
LOC100646472	XM_003397745.1
LOC100646473	XM_003398067.3
LOC100646474	XM_020864897.1
LOC100646476	XM_020865460.1
LOC100646477	XM_012313793.2
LOC100646478	XM_003399359.3
LOC100646479	XM_012314452.2
LOC100646480	XM_003399594.2
LOC100646481	XM_020866029.1
LOC100646482	XM_003400157.3
LOC100646483	XM_012316156.2
LOC100646484	XM_020866843.1
LOC100646485	XM_003401054.3
LOC100646486	XM_020866940.1
LOC100646487	XM_012317241.2
LOC100646488	XM_003401538.3
LOC100646489	XM_012318101.2
LOC100646490	XM_020867412.1
LOC100646491	XM_003403323.3
LOC100646492	XM_020863718.1
LOC100646493	XM_003393322.3
LOC100646494	XM_012315062.2
LOC100646495	XM_020868123.1
LOC100646496	XM_020868004.1
LOC100646497	XM_003393789.3
LOC100646498	XM_012320529.2
LOC100646499	XM_012309025.2
LOC100646500	XM_012308543.2
LOC100646501	XM_020863031.1
LOC100646502	XM_003395643.3
LOC100646503	XM_020863237.1
LOC100646505	XM_020864021.1
LOC100646506	XM_020863719.1
LOC100646507	XM_020864262.1
LOC100646509	XM_020864561.1
LOC100646510	XR_001099081.2
LOC100646511	XM_012313225.2
LOC100646512	XM_003399042.3
LOC100646513	XM_012314053.2
LOC100646514	XM_003399758.3
LOC100646516	XM_020866119.1
LOC100646517	XM_020866714.1
LOC100646518	XM_003401296.3
LOC100646519	XM_012317817.2
LOC100646520	XM_020867205.1
LOC100646521	XM_020867683.1
LOC100646522	XM_020867767.1
LOC100646523	XM_012319001.2
LOC100646524	XM_020867876.1
LOC100646525	XM_003402944.3
LOC100646526	XM_012319910.2
LOC100646528	XM_020866641.1
LOC100646529	XM_020868666.1
LOC100646531	XM_020868504.1
LOC100646532	XM_020862715.1
LOC100646533	XM_003394825.3
LOC100646534	XM_012308635.2
LOC100646535	XM_020863528.1
LOC100646536	XM_020863841.1
LOC100646538	XM_020863874.1
LOC100646539	XM_020863601.1
LOC100646541	XM_012310865.2
LOC100646543	XM_012311580.2
LOC100646544	XM_003397829.3
LOC100646545	XM_003397907.3
LOC100646546	XM_003397986.3
LOC100646547	XM_003398148.3
LOC100646548	XM_003398226.3
LOC100646549	XM_003398308.3
LOC100646550	XM_020865157.1
LOC100646551	XM_020865332.1
LOC100646552	XM_020865453.1
LOC100646553	XM_020865991.1
LOC100646554	XM_012314883.2
LOC100646555	XM_012315377.2
LOC100646556	XM_012315411.2
LOC100646557	XM_003400320.3
LOC100646558	XM_012315871.2
LOC100646559	XM_003400646.3
LOC100646560	XM_020866547.1
LOC100646561	XM_020866540.1
LOC100646562	XM_012317018.2
LOC100646563	XM_012317368.2
LOC100646564	XM_003401617.3
LOC100646565	XM_012317729.2
LOC100646566	XM_012318355.2
LOC100646567	XM_012318600.2
LOC100646568	XM_003402562.3
LOC100646569	XM_003402866.3
LOC100646570	XM_012319678.2
LOC100646571	XM_012319774.2
LOC100646573	XM_003392844.3
LOC100646574	XM_012308002.2
LOC100646575	XM_020863216.1
LOC100646576	XM_012317279.2
LOC100646577	XM_012320321.1
LOC100646578	XM_003393950.2
LOC100646579	XM_012320780.2
LOC100646580	XM_003394429.3
LOC100646581	XM_003394506.3
LOC100646582	XM_003394663.3
LOC100646583	XM_012307808.2
LOC100646584	XM_020862911.1
LOC100646585	XM_020863509.1
LOC100646586	XM_020863989.1
LOC100646587	XM_020863740.1
LOC100646589	XM_020863894.1
LOC100646590	XM_020864662.1
LOC100646592	XM_012312703.2
LOC100646593	XM_003398394.3
LOC100646594	XM_020865529.1
LOC100646595	XM_012314104.1
LOC100646596	XM_012313805.2
LOC100646597	XM_012314417.2
LOC100646598	XM_020865935.1
LOC100646599	XM_012314770.2
LOC100646600	XM_003399840.3
LOC100646601	XM_012315563.2
LOC100646602	XM_020866404.1
LOC100646603	XM_012316758.2
LOC100646604	XM_012316849.1
LOC100646605	XM_012316837.2
LOC100646606	XM_020866797.1
LOC100646607	XM_012317465.2
LOC100646608	XM_012318102.2
LOC100646609	XM_003402016.3
LOC100646610	XM_003402251.2
LOC100646611	XM_012320053.2
LOC100646612	XM_020865405.1
LOC100646613	XM_003393323.3
LOC100646614	XM_003393403.3
LOC100646616	XM_020868057.1
